"LOCATION","Country","TRANSACT","Transaction","MEASURE","Measure","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"MEX","Mexico","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1987","1987","MXN","Mexican Peso","0","Units",,,0.465721,,
"MEX","Mexico","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1988","1988","MXN","Mexican Peso","0","Units",,,0.897438,,
"MEX","Mexico","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1989","1989","MXN","Mexican Peso","0","Units",,,1.092675,,
"MEX","Mexico","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1990","1990","MXN","Mexican Peso","0","Units",,,1.349533,,
"MEX","Mexico","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1991","1991","MXN","Mexican Peso","0","Units",,,1.608899,,
"MEX","Mexico","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1992","1992","MXN","Mexican Peso","0","Units",,,1.799743,,
"MEX","Mexico","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1993","1993","MXN","Mexican Peso","0","Units",,,2.08436,,
"MEX","Mexico","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1994","1994","MXN","Mexican Peso","0","Units",,,2.211403,,
"MEX","Mexico","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1995","1995","MXN","Mexican Peso","0","Units",,,3.006586,,
"MEX","Mexico","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1996","1996","MXN","Mexican Peso","0","Units",,,3.740756,,
"MEX","Mexico","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1997","1997","MXN","Mexican Peso","0","Units",,,4.329472,,
"MEX","Mexico","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1998","1998","MXN","Mexican Peso","0","Units",,,4.954133,,
"MEX","Mexico","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1999","1999","MXN","Mexican Peso","0","Units",,,5.63367,,
"MEX","Mexico","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2000","2000","MXN","Mexican Peso","0","Units",,,6.078397,,
"MEX","Mexico","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2001","2001","MXN","Mexican Peso","0","Units",,,6.32926,,
"EST","Estonia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1994","1994","EUR","Euro","0","Units",,,0.295498,,
"EST","Estonia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1995","1995","EUR","Euro","0","Units",,,0.360866,,
"EST","Estonia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1996","1996","EUR","Euro","0","Units",,,0.439271,,
"EST","Estonia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1997","1997","EUR","Euro","0","Units",,,0.473919,,
"EST","Estonia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1998","1998","EUR","Euro","0","Units",,,0.5008,,
"EST","Estonia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1999","1999","EUR","Euro","0","Units",,,0.511425,,
"EST","Estonia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2000","2000","EUR","Euro","0","Units",,,0.509258,,
"EST","Estonia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2001","2001","EUR","Euro","0","Units",,,0.533536,,
"HUN","Hungary","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1991","1991","HUF","Forint","0","Units",,,30.095271,,
"HUN","Hungary","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1992","1992","HUF","Forint","0","Units",,,35.753719,,
"HUN","Hungary","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1993","1993","HUF","Forint","0","Units",,,42.357542,,
"HUN","Hungary","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1994","1994","HUF","Forint","0","Units",,,49.55526,,
"HUN","Hungary","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1995","1995","HUF","Forint","0","Units",,,61.5129,,
"HUN","Hungary","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1996","1996","HUF","Forint","0","Units",,,73.882904,,
"HUN","Hungary","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1997","1997","HUF","Forint","0","Units",,,87.398455,,
"HUN","Hungary","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1998","1998","HUF","Forint","0","Units",,,97.823073,,
"HUN","Hungary","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1999","1999","HUF","Forint","0","Units",,,104.545883,,
"HUN","Hungary","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2000","2000","HUF","Forint","0","Units",,,110.072623,,
"HUN","Hungary","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2001","2001","HUF","Forint","0","Units",,,114.406399,,
"USA","United States","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1970","1970","USD","US Dollar","0","Units",,,1,,
"USA","United States","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1971","1971","USD","US Dollar","0","Units",,,1,,
"USA","United States","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1972","1972","USD","US Dollar","0","Units",,,1,,
"USA","United States","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1973","1973","USD","US Dollar","0","Units",,,1,,
"USA","United States","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1974","1974","USD","US Dollar","0","Units",,,1,,
"USA","United States","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1975","1975","USD","US Dollar","0","Units",,,1,,
"USA","United States","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1976","1976","USD","US Dollar","0","Units",,,1,,
"USA","United States","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1977","1977","USD","US Dollar","0","Units",,,1,,
"USA","United States","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1978","1978","USD","US Dollar","0","Units",,,1,,
"USA","United States","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1979","1979","USD","US Dollar","0","Units",,,1,,
"USA","United States","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1980","1980","USD","US Dollar","0","Units",,,1,,
"USA","United States","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1981","1981","USD","US Dollar","0","Units",,,1,,
"USA","United States","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1982","1982","USD","US Dollar","0","Units",,,1,,
"USA","United States","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1983","1983","USD","US Dollar","0","Units",,,1,,
"USA","United States","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1984","1984","USD","US Dollar","0","Units",,,1,,
"USA","United States","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1985","1985","USD","US Dollar","0","Units",,,1,,
"USA","United States","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1986","1986","USD","US Dollar","0","Units",,,1,,
"USA","United States","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1987","1987","USD","US Dollar","0","Units",,,1,,
"USA","United States","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1988","1988","USD","US Dollar","0","Units",,,1,,
"USA","United States","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1989","1989","USD","US Dollar","0","Units",,,1,,
"USA","United States","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1990","1990","USD","US Dollar","0","Units",,,1,,
"USA","United States","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1991","1991","USD","US Dollar","0","Units",,,1,,
"USA","United States","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1992","1992","USD","US Dollar","0","Units",,,1,,
"USA","United States","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1993","1993","USD","US Dollar","0","Units",,,1,,
"USA","United States","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1994","1994","USD","US Dollar","0","Units",,,1,,
"USA","United States","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1995","1995","USD","US Dollar","0","Units",,,1,,
"USA","United States","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1996","1996","USD","US Dollar","0","Units",,,1,,
"USA","United States","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1997","1997","USD","US Dollar","0","Units",,,1,,
"USA","United States","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1998","1998","USD","US Dollar","0","Units",,,1,,
"USA","United States","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1999","1999","USD","US Dollar","0","Units",,,1,,
"USA","United States","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2000","2000","USD","US Dollar","0","Units",,,1,,
"USA","United States","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2001","2001","USD","US Dollar","0","Units",,,1,,
"RUS","Russia","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1995","1995","RUB","Russian Ruble","0","Units",,,1.654203,,
"RUS","Russia","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1996","1996","RUB","Russian Ruble","0","Units",,,2.366452,,
"RUS","Russia","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1997","1997","RUB","Russian Ruble","0","Units",,,2.743204,,
"RUS","Russia","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1998","1998","RUB","Russian Ruble","0","Units",,,3.215502,,
"RUS","Russia","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1999","1999","RUB","Russian Ruble","0","Units",,,5.396271,,
"RUS","Russia","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2000","2000","RUB","Russian Ruble","0","Units",,,5.998321,,
"RUS","Russia","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2001","2001","RUB","Russian Ruble","0","Units",,,7.139637,,
"AUT","Austria","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1970","1970","EUR","Euro","0","Units",,,1.107417,,
"AUT","Austria","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1971","1971","EUR","Euro","0","Units",,,1.115242,,
"AUT","Austria","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1972","1972","EUR","Euro","0","Units",,,1.148394,,
"AUT","Austria","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1973","1973","EUR","Euro","0","Units",,,1.161421,,
"AUT","Austria","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1974","1974","EUR","Euro","0","Units",,,1.157275,,
"AUT","Austria","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1975","1975","EUR","Euro","0","Units",,,1.152455,,
"AUT","Austria","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1976","1976","EUR","Euro","0","Units",,,1.163992,,
"AUT","Austria","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1977","1977","EUR","Euro","0","Units",,,1.152619,,
"AUT","Austria","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1978","1978","EUR","Euro","0","Units",,,1.121928,,
"AUT","Austria","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1979","1979","EUR","Euro","0","Units",,,1.072155,,
"AUT","Austria","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1980","1980","EUR","Euro","0","Units",,,1.026597,,
"AUT","Austria","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1981","1981","EUR","Euro","0","Units",,,1.008976,,
"AUT","Austria","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1982","1982","EUR","Euro","0","Units",,,1.011189,,
"AUT","Austria","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1983","1983","EUR","Euro","0","Units",,,1.001045,,
"AUT","Austria","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1984","1984","EUR","Euro","0","Units",,,1.01554,,
"AUT","Austria","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1985","1985","EUR","Euro","0","Units",,,1.015629,,
"AUT","Austria","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1986","1986","EUR","Euro","0","Units",,,1.010171,,
"AUT","Austria","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1987","1987","EUR","Euro","0","Units",,,0.991492,,
"AUT","Austria","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1988","1988","EUR","Euro","0","Units",,,0.968392,,
"AUT","Austria","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1989","1989","EUR","Euro","0","Units",,,0.952672,,
"AUT","Austria","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1990","1990","EUR","Euro","0","Units",,,0.939905,,
"AUT","Austria","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1991","1991","EUR","Euro","0","Units",,,0.938271,,
"AUT","Austria","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1992","1992","EUR","Euro","0","Units",,,0.944739,,
"AUT","Austria","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1993","1993","EUR","Euro","0","Units",,,0.949866,,
"AUT","Austria","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1994","1994","EUR","Euro","0","Units",,,0.951603,,
"AUT","Austria","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1995","1995","EUR","Euro","0","Units",,,0.952708,,
"AUT","Austria","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1996","1996","EUR","Euro","0","Units",,,0.946515,,
"AUT","Austria","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1997","1997","EUR","Euro","0","Units",,,0.944974,,
"AUT","Austria","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1998","1998","EUR","Euro","0","Units",,,0.932048,,
"AUT","Austria","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1999","1999","EUR","Euro","0","Units",,,0.927895,,
"AUT","Austria","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2000","2000","EUR","Euro","0","Units",,,0.908532,,
"AUT","Austria","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2001","2001","EUR","Euro","0","Units",,,0.925468,,
"DEU","Germany","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1970","1970","EUR","Euro","0","Units",,,1.264638,,
"DEU","Germany","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1971","1971","EUR","Euro","0","Units",,,1.289502,,
"DEU","Germany","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1972","1972","EUR","Euro","0","Units",,,1.30741,,
"DEU","Germany","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1973","1973","EUR","Euro","0","Units",,,1.336506,,
"DEU","Germany","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1974","1974","EUR","Euro","0","Units",,,1.319654,,
"DEU","Germany","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1975","1975","EUR","Euro","0","Units",,,1.287852,,
"DEU","Germany","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1976","1976","EUR","Euro","0","Units",,,1.26714,,
"DEU","Germany","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1977","1977","EUR","Euro","0","Units",,,1.225297,,
"DEU","Germany","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1978","1978","EUR","Euro","0","Units",,,1.172123,,
"DEU","Germany","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1979","1979","EUR","Euro","0","Units",,,1.135791,,
"DEU","Germany","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1980","1980","EUR","Euro","0","Units",,,1.094704,,
"DEU","Germany","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1981","1981","EUR","Euro","0","Units",,,1.061681,,
"DEU","Germany","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1982","1982","EUR","Euro","0","Units",,,1.054541,,
"DEU","Germany","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1983","1983","EUR","Euro","0","Units",,,1.044321,,
"DEU","Germany","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1984","1984","EUR","Euro","0","Units",,,1.029658,,
"DEU","Germany","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1985","1985","EUR","Euro","0","Units",,,1.011429,,
"DEU","Germany","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1986","1986","EUR","Euro","0","Units",,,0.984177,,
"DEU","Germany","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1987","1987","EUR","Euro","0","Units",,,0.956638,,
"DEU","Germany","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1988","1988","EUR","Euro","0","Units",,,0.938898,,
"DEU","Germany","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1989","1989","EUR","Euro","0","Units",,,0.934014,,
"DEU","Germany","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1990","1990","EUR","Euro","0","Units",,,0.921592,,
"DEU","Germany","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1991","1991","EUR","Euro","0","Units",,,0.927683,,
"DEU","Germany","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1992","1992","EUR","Euro","0","Units",,,0.941849,,
"DEU","Germany","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1993","1993","EUR","Euro","0","Units",,,0.952867,,
"DEU","Germany","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1994","1994","EUR","Euro","0","Units",,,0.951761,,
"DEU","Germany","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1995","1995","EUR","Euro","0","Units",,,0.94546,,
"DEU","Germany","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1996","1996","EUR","Euro","0","Units",,,0.934417,,
"DEU","Germany","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1997","1997","EUR","Euro","0","Units",,,0.936705,,
"DEU","Germany","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1998","1998","EUR","Euro","0","Units",,,0.937687,,
"DEU","Germany","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","1999","1999","EUR","Euro","0","Units",,,0.919434,,
"DEU","Germany","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2000","2000","EUR","Euro","0","Units",,,0.884015,,
"DEU","Germany","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2001","2001","EUR","Euro","0","Units",,,0.878336,,
"NOR","Norway","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1970","1970","NOK","Norwegian Krone","0","Units",,,7.14,,
"NOR","Norway","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1971","1971","NOK","Norwegian Krone","0","Units",,,6.71,,
"NOR","Norway","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1972","1972","NOK","Norwegian Krone","0","Units",,,6.64,,
"NOR","Norway","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1973","1973","NOK","Norwegian Krone","0","Units",,,5.7275,,
"NOR","Norway","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1974","1974","NOK","Norwegian Krone","0","Units",,,5.205,,
"NOR","Norway","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1975","1975","NOK","Norwegian Krone","0","Units",,,5.585,,
"NOR","Norway","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1976","1976","NOK","Norwegian Krone","0","Units",,,5.185,,
"NOR","Norway","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1977","1977","NOK","Norwegian Krone","0","Units",,,5.1395,,
"NOR","Norway","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1978","1978","NOK","Norwegian Krone","0","Units",,,5.0225,,
"NOR","Norway","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1979","1979","NOK","Norwegian Krone","0","Units",,,4.926,,
"NOR","Norway","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1980","1980","NOK","Norwegian Krone","0","Units",,,5.18,,
"NOR","Norway","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1981","1981","NOK","Norwegian Krone","0","Units",,,5.8075,,
"NOR","Norway","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1982","1982","NOK","Norwegian Krone","0","Units",,,7.054,,
"NOR","Norway","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1983","1983","NOK","Norwegian Krone","0","Units",,,7.72218,,
"NOR","Norway","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1984","1984","NOK","Norwegian Krone","0","Units",,,9.087,,
"NOR","Norway","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1985","1985","NOK","Norwegian Krone","0","Units",,,7.5825,,
"NOR","Norway","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1986","1986","NOK","Norwegian Krone","0","Units",,,7.4,,
"NOR","Norway","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1987","1987","NOK","Norwegian Krone","0","Units",,,6.2325,,
"NOR","Norway","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1988","1988","NOK","Norwegian Krone","0","Units",,,6.57,,
"NOR","Norway","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1989","1989","NOK","Norwegian Krone","0","Units",,,6.615,,
"NOR","Norway","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1990","1990","NOK","Norwegian Krone","0","Units",,,5.9075,,
"NOR","Norway","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1991","1991","NOK","Norwegian Krone","0","Units",,,5.973,,
"NOR","Norway","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1992","1992","NOK","Norwegian Krone","0","Units",,,6.9245,,
"NOR","Norway","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1993","1993","NOK","Norwegian Krone","0","Units",,,7.518,,
"NOR","Norway","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1994","1994","NOK","Norwegian Krone","0","Units",,,6.762,,
"NOR","Norway","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1995","1995","NOK","Norwegian Krone","0","Units",,,6.319,,
"NOR","Norway","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1996","1996","NOK","Norwegian Krone","0","Units",,,6.4425,,
"NOR","Norway","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1997","1997","NOK","Norwegian Krone","0","Units",,,7.3157,,
"NOR","Norway","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1998","1998","NOK","Norwegian Krone","0","Units",,,7.6,,
"NOR","Norway","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1999","1999","NOK","Norwegian Krone","0","Units",,,8.0395,,
"NOR","Norway","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2000","2000","NOK","Norwegian Krone","0","Units",,,8.8485,,
"NOR","Norway","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2001","2001","NOK","Norwegian Krone","0","Units",,,9.0116,,
"CHL","Chile","EXC","Exchange rates, period-average","CD","National currency per US dollar","1970","1970","CLP","Chilean Peso","0","Units",,,0.011278,,
"CHL","Chile","EXC","Exchange rates, period-average","CD","National currency per US dollar","1971","1971","CLP","Chilean Peso","0","Units",,,0.012209,,
"CHL","Chile","EXC","Exchange rates, period-average","CD","National currency per US dollar","1972","1972","CLP","Chilean Peso","0","Units",,,0.020835,,
"CHL","Chile","EXC","Exchange rates, period-average","CD","National currency per US dollar","1973","1973","CLP","Chilean Peso","0","Units",,,0.071642,,
"CHL","Chile","EXC","Exchange rates, period-average","CD","National currency per US dollar","1974","1974","CLP","Chilean Peso","0","Units",,,0.592826,,
"CHL","Chile","EXC","Exchange rates, period-average","CD","National currency per US dollar","1975","1975","CLP","Chilean Peso","0","Units",,,4.910417,,
"CHL","Chile","EXC","Exchange rates, period-average","CD","National currency per US dollar","1976","1976","CLP","Chilean Peso","0","Units",,,13.054167,,
"CHL","Chile","EXC","Exchange rates, period-average","CD","National currency per US dollar","1977","1977","CLP","Chilean Peso","0","Units",,,21.535833,,
"CHL","Chile","EXC","Exchange rates, period-average","CD","National currency per US dollar","1978","1978","CLP","Chilean Peso","0","Units",,,31.655833,,
"CHL","Chile","EXC","Exchange rates, period-average","CD","National currency per US dollar","1979","1979","CLP","Chilean Peso","0","Units",,,37.245833,,
"CHL","Chile","EXC","Exchange rates, period-average","CD","National currency per US dollar","1980","1980","CLP","Chilean Peso","0","Units",,,39,,
"CHL","Chile","EXC","Exchange rates, period-average","CD","National currency per US dollar","1981","1981","CLP","Chilean Peso","0","Units",,,39,,
"CHL","Chile","EXC","Exchange rates, period-average","CD","National currency per US dollar","1982","1982","CLP","Chilean Peso","0","Units",,,50.908333,,
"CHL","Chile","EXC","Exchange rates, period-average","CD","National currency per US dollar","1983","1983","CLP","Chilean Peso","0","Units",,,78.788333,,
"CHL","Chile","EXC","Exchange rates, period-average","CD","National currency per US dollar","1984","1984","CLP","Chilean Peso","0","Units",,,98.4775,,
"CHL","Chile","EXC","Exchange rates, period-average","CD","National currency per US dollar","1985","1985","CLP","Chilean Peso","0","Units",,,160.86,,
"CHL","Chile","EXC","Exchange rates, period-average","CD","National currency per US dollar","1986","1986","CLP","Chilean Peso","0","Units",,,192.93,,
"CHL","Chile","EXC","Exchange rates, period-average","CD","National currency per US dollar","1987","1987","CLP","Chilean Peso","0","Units",,,219.406667,,
"CHL","Chile","EXC","Exchange rates, period-average","CD","National currency per US dollar","1988","1988","CLP","Chilean Peso","0","Units",,,245.011667,,
"CHL","Chile","EXC","Exchange rates, period-average","CD","National currency per US dollar","1989","1989","CLP","Chilean Peso","0","Units",,,266.954167,,
"CHL","Chile","EXC","Exchange rates, period-average","CD","National currency per US dollar","1990","1990","CLP","Chilean Peso","0","Units",,,304.903333,,
"CHL","Chile","EXC","Exchange rates, period-average","CD","National currency per US dollar","1991","1991","CLP","Chilean Peso","0","Units",,,349.215833,,
"CHL","Chile","EXC","Exchange rates, period-average","CD","National currency per US dollar","1992","1992","CLP","Chilean Peso","0","Units",,,362.575833,,
"CHL","Chile","EXC","Exchange rates, period-average","CD","National currency per US dollar","1993","1993","CLP","Chilean Peso","0","Units",,,404.165833,,
"CHL","Chile","EXC","Exchange rates, period-average","CD","National currency per US dollar","1994","1994","CLP","Chilean Peso","0","Units",,,420.176667,,
"CHL","Chile","EXC","Exchange rates, period-average","CD","National currency per US dollar","1995","1995","CLP","Chilean Peso","0","Units",,,396.773333,,
